ИНН,Короткое название,Статус,Система налогообложения,Дата последней отчетности
2311341783,"ООО ""МЕТСНАБСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2311257411,"ООО ""КТИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2319064179,"ООО ТК ""РЕГИОНЭКСПОРТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2312154031,"ООО ""ТЕХНОПРО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2311311362,"ООО ""ЛЕМАР ИНЖИНИРИНГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2311303065,"ООО ""КС-АЛЬЯНС""","Юридическое лицо ликвидировано 14 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2308281816,"ООО ""АЛЛИГАТОР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
7536113707,"ООО ""ЭЛЕКТРОСТРОЙМОНТАЖ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2311283010,"ООО ""ЭНЕРГОСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2311324072,"ООО ТПК ""ЧЕСНОГРАД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2311309074,"ООО ""АЛЬЯНС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2311177163,"ООО УО ""ЭТАЖИ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2308121442,"ООО ""МИГ-КРАСНОДАР""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2311039244,"СНТ ""ВОСХОД""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2311297799,"ООО ""АГРОКУБАНЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2310165831,"ООО ""НОЯБРЬ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2311260037,"ООО ""НОВАТОРСТРОЙГРУПП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2311336543,"ООО ""ГАГАРИН КРАСНОДАР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2311168151,"ООО ""МЕГАВОЛЬТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2311328655,"АО ""ИНТЕГРАЦИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2317076891,"ООО ""УК ""ВАШ ДОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2317081161,"ООО ""РУССКИЙ-ПРОЕКТ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
2367014227,"ООО ""СПОРТСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2367012100,"ООО ""ПРОФИЮГСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2320239948,"ООО ""СВЕТОТЕП+""","Юридическое лицо ликвидировано 1 февраля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
2320228368,"ООО ""УК ЖИЛОЙ КВАРТАЛ""","Юридическое лицо ликвидировано 6 сентября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
2317036708,"ООО ""ЮГПРОМСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
2367013248,"ООО ""ПРОГРЕСС""","Юридическое лицо ликвидировано 28 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
2317084525,"ООО СК ""ВЕРТИКАЛЬ""","Юридическое лицо ликвидировано 15 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
2310074895,"ООО ""КУБРОСТ-ЮГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
2310034980,"ООО ""СТРОЙДИЗАЙН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2310220602,"ООО ""ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2309156166,"ООО ""ЮТЗ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
2310156675,"ООО ""КАРМЕН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
2309131073,"ООО ""НАНОСЕРВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2310174875,"ООО ""РС ЮГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2310088979,"ООО ""КУБАНЬЭКСПЕРТИЗА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
2311154487,"ООО ""ЮГСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2309102072,"ООО ""ЮГСТРОЙСЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2310147222,"АНО ""ВК ""ДИНАМО"" Г. КРАСНОДАР",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2311105465,"ООО ""КУБАНЬ ПИЩЕПРОМ ОБОРУДОВАНИЕ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
2310159757,"ООО ""АГРО-ИНДУСТРИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2016.0
2309177818,"ООО ""РОУД ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2310157140,"ООО ""ГЭС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2373001280,"ООО "" ВОДОКАНАЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2302059639,"ООО ""ЕВРО-ТРЕЙД""","Юридическое лицо ликвидировано 12 июля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
2313020351,"ООО ""ЭЛИТ-КОМФОРТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2368007127,"ООО КФХ ""ЦАРСКИЙ ДАР""",Юридическим лицом принято решение об изменении места нахождения,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308252533,"ООО ""ГАЗНЕФТЕ-КУБАНЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308266504,"ООО ""ТЭС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308226653,"ООО ""ОЛИМП-СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
7017161432,"ООО ""ЕВРОСТРОЙРЕСТАВРАЦИЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2308278348,"ООО ""СК ТРАНСЛОГИСТИК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2308256200,"ООО ""АРМА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2312224722,"ООО ""АКОНА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2311118175,"ООО ""УКЭСК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2312229745,"ООО ""ОК ЭЛТЕХ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308251787,"ООО ""ВИЗОР-КУБАНЬ +""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308263670,"ООО ""МОДЕРН-ПРОФ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2308223405,"ООО ""МСМ""","Юридическое лицо ликвидировано 13 декабря 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2017.0
2311167920,"ООО ""МОДЕРН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2020.0
2309129317,"ООО ""КУБАНЬГИПРОТРАНС""","Юридическое лицо ликвидировано 14 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2308219790,"ООО ""НЕОГРЕЙН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2308149624,"ООО ""ЮЭС+""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2311287303,"ООО ""РОСТБИЗНЕС""","Юридическое лицо ликвидировано 28 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2308232375,"ООО ""ТОП ИНГРЕДИЕНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2367000640,"ООО ""МИНТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
2320179640,"ООО ""ЮГСТРОЙТРЕСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2015.0
2465181949,"ООО ""СТАЛЬМЕТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2465329296,"ООО ""МРИЯ""","Юридическое лицо ликвидировано 27 мая 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
2460115501,"ООО ""К-СТРОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2466044906,"ООО ФИРМА ""СИНТЕЗ Н""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2466187781,"ООО ""КРАСТЕХСПЕЦ""","Юридическое лицо ликвидировано 26 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
2465182533,"ООО ""СПЕКТР СТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2465157625,"ООО ""АКСЕЛЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2465345604,"ООО ""СИБМАСТЕР-СТРОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2465140237,"ООО СК ""АВАНГАРД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2465180864,"ООО ""КРАСВУДСТРОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2465330968,"ООО ""ЕНИСЕЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2465186930,"ООО ""РАС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
2465139383,"ООО ""ГНК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2465232897,"ООО ""ПС ""КАССЕРВИС""","Юридическое лицо ликвидировано 24 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
2466142068,"ООО ""ШКОЛЬНИК""",,,
2460113166,"ООО ""ЗЕЛЕНЫЙ МОСТ""",,,
2465205950,"ООО ""СПЕКТР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2465188503,"ООО ""ДСК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2457074157,"ООО ""ЮНОСТЬ ПЛЮС""","Регистрирующим органом принято решение о предстоящем исключении юридического лица из ЕГРЮЛ (наличие оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ)",УСН Согласно данным ФНС за 2025 год,2024.0
2446010360,"ООО ""ТЕПЛОВЫЕ НАСОСЫ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2464019453,"СНТСН ""РОЕВ РУЧЕЙ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2448006440,"ООО ""СЭП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2023.0
2465191560,"ООО ""ИНЖЕНЕРНЫЕ РЕШЕНИЯ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2465131419,"ООО ""УРОЖАЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
2465144810,"ООО ""ПК АНГАРА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2465331753,"ООО ""БНК РЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2465107663,"ООО "" КОНТИНЕНТ """,Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2465254153,"ООО ""АВТОТРАНС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2465134917,"ООО ""КРИВИЧИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
2464240849,"ООО ""КРАСНОЯРСКСТРОЙМОНТАЖ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2462206296,"ООО ""ОВЕРТАЙМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2465136689,"ООО ""МК БЕТОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
2460095446,"ООО ""ЮНИКС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2465245906,"ООО ""ПМГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2460054591,"ООО ""КОМПАНИЯ ПРОСПЕКТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2465163555,"ООО ""РИО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2460256206,"ООО ""БЛН-СЕРВИС""",,,
2463100528,"ООО ""ЯР КОНСТРАКШН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2466169172,"ООО ""ТЕХНОПЛАСТ МАСТЕР""","Юридическое лицо ликвидировано 16 февраля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2463055106,"ТСЖ ""НАШ ДОМ-2022""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2466284489,"ООО ""МИД ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2463094271,"ООО ""СИБИНВЕСТ - 21 ВЕК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2466216351,ООО РЭМК,Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2466285002,"ООО ""ЛИДЕР""","Юридическое лицо ликвидировано 18 октября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
2465161420,"ООО ""ГК ГЕЛИОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2460033256,"ООО ""ТРАНЗИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2466182864,"ООО ""ПРОФИЛЬ-КАПИТАЛ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2466175507,"ООО ""БМК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2464255669,"ООО ""ЛАКИ ПИПЛ ГРУП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
2466176035,"ООО ""БАСТИОН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2466168901,"ООО ""ГРИНВУД""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2462041887,"ООО ""УНИВЕРСАЛ ТРЕЙДИНГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2466196641,"ООО ""ЗЕРНО И КО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2466199650,"ООО ""ТЭК-ПРОГРЕСС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2466234008,"ООО ТД ""ЧИЗБЕРРИ-СИБИРЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2460239955,"ООО ""НГК ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2464238864,"ООО ""ГК ""ПРОМЫШЛЕННЫЙ СЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2460060612,"ООО ""ВЕКТОР Б""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2464224759,"ООО ""КЗГО""","Юридическое лицо ликвидировано 13 июня 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,
2464044763,"ООО ""ТЕХНОПОЛИС""","Юридическое лицо ликвидировано 19 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
2464124881,"ООО ""СТРОЙГАРАНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
2464133011,"ООО ""СПЕЦПРОМТЕХНОЛОГИИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2464033480,"ООО ""ТАТЬЯНА-1""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
2464122884,"ООО ""СИБИРЬСТРОЙНЕДВИЖИМОСТЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2465170753,"ООО СК ""ДЕЛЬТА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
2462070912,"ООО ""АЛЬЯНС-ИНВЕСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2462047649,"ООО ""АБВ-СТРОЙ""",,,
2462068247,"ООО ""СК+""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2462062439,"ООО ""ПИРОЕЖКА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2465286980,"ООО ""АВТОГАРАНТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2460227325,"ООО ""ФЕНИКС""",,,
2462059595,"ООО ""СИБИРСКАЯ ДРЕВЕСИНА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2404020334,"ООО ""СЭС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2417003167,"ООО ""БЕРЕЗКА""",Юридическим лицом принято решение об изменении места нахождения,УСН Согласно данным ФНС за 2025 год,2024.0
2465178368,"ООО СК ""АЛЬЯНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2464227943,"ООО СТК ""ВЕЛЕС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2524111706,"ООО ""ЖКХ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2508087005,"ООО ""ЮРИДИЧЕСКАЯ КОМПАНИЯ ""ПРАВА И ОБЯЗАННОСТИ""","Юридическое лицо ликвидировано 24 апреля 2015 года
Исключение из ЕГРЮЛ недействующего юридического лица",,
2508137464,"ООО ""СТРОЙ ГРАНД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2508090745,"ООО ""ВТС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2508134907,"ООО ""ТАЛАН""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2543133127,"ООО ""АКЦЕНТ РЕСУРС АВТО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2511113135,"ООО ""ЭКА-ТАРА ДВ""","Юридическое лицо ликвидировано 19 марта 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,
2511107276,"АО ""ФИБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2511101852,"ООО ""БИОАГРОПРИМОРЬЕ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2502061586,"ВФ АО НПЦ ""ЭТАЛОН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2536151887,"ООО ""ГАЛАНД""","Юридическое лицо ликвидировано 25 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
2543128649,"ООО ""ТЕПЛОКОМ СМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2502051958,"ООО ""СТРОЙВОСТОК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2502059548,"ООО ""КАМЧАТСКИЕ РЕСУРСЫ""","Юридическое лицо ликвидировано 30 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
2508110960,"ООО ""ПРИМАГРОСОЯ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2536167012,"ООО ""ТЕПЛОКОМ""","Юридическое лицо ликвидировано 8 ноября 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2020.0
2539068700,"ООО ""СПИКА-СЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
2536309933,"ООО ""СТРОЙТРЕСТ ДВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2537113757,"ООО УК ""ОСНОВА""",,,
2540208102,"ООО ""САТУРН-ПЛЮС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
2540231503,"ООО ""СК ""ЛЕВАДА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2543113233,"ООО ""ЛИДЕР-СТАЛЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2537109239,"ООО ""КАРТАР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2543077070,"ООО ""ПРОФИТ""","Юридическое лицо ликвидировано 23 января 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2021.0
2543004690,"ООО ""ГРИН ТРЕЙД""","Юридическое лицо ликвидировано 30 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
2543154078,"ООО ""ГЛАВРЫБА""","Юридическое лицо ликвидировано 26 апреля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
2540213984,"ООО ""ТРИО-ГРАНСЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2540254437,"ООО ""ВЛАДИВОСТОК ГОЛЬФ И РЕЗОРТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2543090071,"ООО ""ПРОМЫШЛЕННОЕ СНАБЖЕНИЕ И КОМПЛЕКТАЦИЯ""","Юридическое лицо ликвидировано 10 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2019.0
2543163883,"ООО ""ТОРГОВЫЙ ДОМ АМЕРА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
2537125079,"ООО ""КАПИТАЛИНВЕСТСТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2023.0
2536194626,"ООО ""БЮРО ИНСПЕКЦИЙ И ЭКСПЕРТИЗ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2540183112,"ООО ""НАВИК""",,,
2536325639,"ООО ""ССК-СТРОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
2543103411,"ООО ""СЕШАТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2537129676,"ООО ""ПРИМСНАБ""","Юридическое лицо ликвидировано 27 июня 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
2536303297,"ООО ""РУИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2537122818,"ООО ""ТОННЕР""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2543130334,"ООО ""МАРИН КАРГО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2520008867,"ООО ""НЗМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2537138279,"ООО ""ЭКО-ЭНЕРГИЯ""","Юридическое лицо ликвидировано 14 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
2632104054,"ООО ""НП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2632105932,"ООО ""СК-ЭНЕРГОСБЫТ""",,,
2632088451,"ООО ИКЦ ""РЕГИОН-ГЕО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
2623801436,"ООО ""РЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2626005898,"ООО ""АЛЬЯНС ГРУПП""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
