number,summa,creditor_inn,debtor_inn,group_summa
38669/24/02014-ИП,740828.04,275038496,254027373,12840873.590000002
90617/24/02014-ИП,640510.36,275038496,254027373,12840873.590000002
90616/24/02014-ИП,813901.97,275038496,254027373,12840873.590000002
84292/24/02014-ИП,696231.0,275038496,254027373,12840873.590000002
40040/24/02014-ИП,778435.16,275038496,254027373,12840873.590000002
107148/24/02014-ИП,771182.04,275038496,254027373,12840873.590000002
107140/24/02014-ИП,725676.22,275038496,254027373,12840873.590000002
169285/23/02014-ИП,765494.6,275038496,254027373,12840873.590000002
84293/24/02014-ИП,824249.38,275038496,254027373,12840873.590000002
84295/24/02014-ИП,640868.39,275038496,254027373,12840873.590000002
91279/24/02014-ИП,764742.11,275038496,254027373,12840873.590000002
88049/23/02001-ИП,743468.88,275038496,272004844,2973708.42
25188/24/02001-ИП,465603.34,275038496,272004844,2973708.42
49786/24/02001-ИП,232766.14,275038496,272004844,2973708.42
10433/24/02001-ИП,707809.3,275038496,272004844,2973708.42
183468/23/02001-ИП,729318.21,275038496,272004844,2973708.42
131655/23/02001-ИП,94742.55,275038496,272004844,2973708.42
43232/24/02062-ИП,575075.23,275038496,272020814,3937642.31
43233/24/02062-ИП,594507.81,275038496,272020814,3937642.31
43235/24/02062-ИП,94483.68,275038496,272020814,3937642.31
43236/24/02062-ИП,773898.77,275038496,272020814,3937642.31
43239/24/02062-ИП,185549.45,275038496,272020814,3937642.31
43240/24/02062-ИП,29153.91,275038496,272020814,3937642.31
43241/24/02062-ИП,334731.73,275038496,272020814,3937642.31
43242/24/02062-ИП,1263722.93,275038496,272020814,3937642.31
60463/24/02062-ИП,86518.8,275038496,272020814,3937642.31
258589/22/02002-ИП,958439.6,275038496,273021144,2719835.87
221434/23/02002-ИП,1761396.27,275038496,273021144,2719835.87
147794/23/02002-ИП,215129.17,275038496,273042850,6366800.340000001
147796/23/02002-ИП,617562.54,275038496,273042850,6366800.340000001
19057/23/02002-ИП,952270.51,275038496,273042850,6366800.340000001
186018/23/02002-ИП,102809.12,275038496,273042850,6366800.340000001
86580/24/02002-ИП,390786.73,275038496,273042850,6366800.340000001
46681/24/02002-ИП,588371.05,275038496,273042850,6366800.340000001
159814/24/02002-ИП,166654.61,275038496,273042850,6366800.340000001
304053/23/02002-ИП,173916.06,275038496,273042850,6366800.340000001
127374/24/02002-ИП,477193.35,275038496,273042850,6366800.340000001
12182/24/02002-ИП,642960.97,275038496,273042850,6366800.340000001
410703/22/02002-ИП,1504042.86,275038496,273042850,6366800.340000001
48283/23/02002-ИП,284398.88,275038496,273042850,6366800.340000001
358828/23/02002-ИП,250704.49,275038496,273042850,6366800.340000001
264328/23/02004-ИП,981179.78,275038496,273054510,35325650.48000001
61347/24/02004-ИП,2105943.76,275038496,273054510,35325650.48000001
84171/23/02004-ИП,245318.28,275038496,273054510,35325650.48000001
50988/24/02004-ИП,1659580.55,275038496,273054510,35325650.48000001
7699/24/02004-ИП,2269610.8,275038496,273054510,35325650.48000001
7733/24/02004-ИП,1258007.43,275038496,273054510,35325650.48000001
63299/24/02004-ИП,1485398.64,275038496,273054510,35325650.48000001
18703/24/02004-ИП,188212.68,275038496,273054510,35325650.48000001
11533/24/02004-ИП,172813.96,275038496,273054510,35325650.48000001
20932/24/02004-ИП,191427.56,275038496,273054510,35325650.48000001
56336/24/02004-ИП,1030696.18,275038496,273054510,35325650.48000001
208545/23/02004-ИП,2392372.68,275038496,273054510,35325650.48000001
208546/23/02004-ИП,84319.13,275038496,273054510,35325650.48000001
126429/20/02004-ИП,83295.4,275038496,273054510,35325650.48000001
127671/20/02004-ИП,86877.38,275038496,273054510,35325650.48000001
10278/21/02004-ИП,1609443.57,275038496,273054510,35325650.48000001
12418/21/02004-ИП,15233.01,275038496,273054510,35325650.48000001
225841/23/02004-ИП,236045.68,275038496,273054510,35325650.48000001
94614/21/02004-ИП,82341.02,275038496,273054510,35325650.48000001
94852/21/02004-ИП,1722315.5,275038496,273054510,35325650.48000001
104906/21/02004-ИП,42000.0,275038496,273054510,35325650.48000001
244217/23/02004-ИП,347073.1,275038496,273054510,35325650.48000001
1245/24/02004-ИП,118577.66,275038496,273054510,35325650.48000001
142442/21/02004-ИП,1569346.23,275038496,273054510,35325650.48000001
82201/22/02004-ИП,1457489.7,275038496,273054510,35325650.48000001
183574/22/02004-ИП,2152842.61,275038496,273054510,35325650.48000001
89967/22/02004-ИП,767620.34,275038496,273054510,35325650.48000001
138186/21/02004-ИП,1258361.86,275038496,273054510,35325650.48000001
140605/21/02004-ИП,847343.18,275038496,273054510,35325650.48000001
87342/22/02004-ИП,501404.4,275038496,273054510,35325650.48000001
160561/22/02004-ИП,2092219.21,275038496,273054510,35325650.48000001
66612/24/02004-ИП,1079440.01,275038496,273054510,35325650.48000001
63883/23/02004-ИП,400583.19,275038496,273054510,35325650.48000001
74538/23/02004-ИП,161723.1,275038496,273054510,35325650.48000001
108428/23/02004-ИП,1356620.75,275038496,273054510,35325650.48000001
108519/23/02004-ИП,171116.26,275038496,273054510,35325650.48000001
77909/23/02004-ИП,2064434.26,275038496,273054510,35325650.48000001
122760/23/02004-ИП,134657.35,275038496,273054510,35325650.48000001
231412/23/02004-ИП,90005.96,275038496,273054510,35325650.48000001
33955/22/02004-ИП,661921.94,275038496,273054510,35325650.48000001
204348/22/02004-ИП,150436.38,275038496,273054510,35325650.48000001
147928/23/02002-ИП,301235.62,275038496,273081111,3291829.91
68295/24/02002-ИП,1046832.38,275038496,273081111,3291829.91
68336/24/02002-ИП,436480.59,275038496,273081111,3291829.91
130536/23/02002-ИП,115959.14,275038496,273081111,3291829.91
306048/23/02002-ИП,463168.02,275038496,273081111,3291829.91
325673/23/02002-ИП,19509.25,275038496,273081111,3291829.91
12162/24/02002-ИП,201536.41,275038496,273081111,3291829.91
12164/24/02002-ИП,201992.81,275038496,273081111,3291829.91
104683/23/02002-ИП,180411.35,275038496,273081111,3291829.91
217515/23/02002-ИП,324704.34,275038496,273081111,3291829.91
9726/23/02002-ИП,88841.26,275038496,273095690,5411876.059999999
155756/23/02002-ИП,176532.15,275038496,273095690,5411876.059999999
284837/24/02002-ИП,131749.79,275038496,273095690,5411876.059999999
399265/23/02002-ИП,43922.9,275038496,273095690,5411876.059999999
229007/24/02002-ИП,122485.78,275038496,273095690,5411876.059999999
229047/24/02002-ИП,223397.18,275038496,273095690,5411876.059999999
229056/24/02002-ИП,25859.5,275038496,273095690,5411876.059999999
229014/24/02002-ИП,158999.77,275038496,273095690,5411876.059999999
229017/24/02002-ИП,126513.39,275038496,273095690,5411876.059999999
229063/24/02002-ИП,68336.89,275038496,273095690,5411876.059999999
229064/24/02002-ИП,125667.76,275038496,273095690,5411876.059999999
229066/24/02002-ИП,28194.1,275038496,273095690,5411876.059999999
229067/24/02002-ИП,73747.32,275038496,273095690,5411876.059999999
229068/24/02002-ИП,261913.03,275038496,273095690,5411876.059999999
229069/24/02002-ИП,11495.97,275038496,273095690,5411876.059999999
229079/24/02002-ИП,79235.81,275038496,273095690,5411876.059999999
229087/24/02002-ИП,94003.31,275038496,273095690,5411876.059999999
229111/24/02002-ИП,68239.9,275038496,273095690,5411876.059999999
229120/24/02002-ИП,209734.43,275038496,273095690,5411876.059999999
229122/24/02002-ИП,107280.46,275038496,273095690,5411876.059999999
229207/24/02002-ИП,205860.09,275038496,273095690,5411876.059999999
229209/24/02002-ИП,195690.22,275038496,273095690,5411876.059999999
229217/24/02002-ИП,278075.1,275038496,273095690,5411876.059999999
229240/24/02002-ИП,30021.83,275038496,273095690,5411876.059999999
229241/24/02002-ИП,91834.09,275038496,273095690,5411876.059999999
229244/24/02002-ИП,35294.71,275038496,273095690,5411876.059999999
229251/24/02002-ИП,15448.87,275038496,273095690,5411876.059999999
229257/24/02002-ИП,89191.55,275038496,273095690,5411876.059999999
229278/24/02002-ИП,189944.52,275038496,273095690,5411876.059999999
229284/24/02002-ИП,97474.91,275038496,273095690,5411876.059999999
229286/24/02002-ИП,78550.46,275038496,273095690,5411876.059999999
229289/24/02002-ИП,61617.33,275038496,273095690,5411876.059999999
229292/24/02002-ИП,73371.66,275038496,273095690,5411876.059999999
229296/24/02002-ИП,25608.1,275038496,273095690,5411876.059999999
229298/24/02002-ИП,76218.06,275038496,273095690,5411876.059999999
391136/23/02002-ИП,240717.81,275038496,273095690,5411876.059999999
278692/22/02002-ИП,158363.72,275038496,273095690,5411876.059999999
16692/24/02002-ИП,323138.58,275038496,273095690,5411876.059999999
426662/22/02002-ИП,124630.43,275038496,273095690,5411876.059999999
426650/22/02002-ИП,174218.06,275038496,273095690,5411876.059999999
241404/23/02002-ИП,182334.02,275038496,273095690,5411876.059999999
260210/23/02002-ИП,107620.18,275038496,273095690,5411876.059999999
48286/23/02002-ИП,330501.06,275038496,273095690,5411876.059999999
86083/23/02062-ИП,776674.54,275038496,274050420,11739107.61
103811/23/02062-ИП,388498.95,275038496,274050420,11739107.61
131377/23/02062-ИП,782772.71,275038496,274050420,11739107.61
180769/23/02062-ИП,566872.51,275038496,274050420,11739107.61
99756/19/02062-ИП,1351152.87,275038496,274050420,11739107.61
102142/19/02062-ИП,491843.85,275038496,274050420,11739107.61
2491/20/02062-ИП,1147382.16,275038496,274050420,11739107.61
13881/20/02062-ИП,1074006.95,275038496,274050420,11739107.61
4439/20/02062-ИП,816328.12,275038496,274050420,11739107.61
16529/20/02062-ИП,102827.42,275038496,274050420,11739107.61
85968/20/02062-ИП,317916.61,275038496,274050420,11739107.61
85969/20/02062-ИП,341840.76,275038496,274050420,11739107.61
88172/20/02062-ИП,228359.64,275038496,274050420,11739107.61
99384/20/02062-ИП,77114.68,275038496,274050420,11739107.61
99385/20/02062-ИП,184383.65,275038496,274050420,11739107.61
26659/21/02062-ИП,115313.05,275038496,274050420,11739107.61
92032/23/02062-ИП,75006.49,275038496,274050420,11739107.61
92034/23/02062-ИП,219813.96,275038496,274050420,11739107.61
69553/21/02062-ИП,544785.97,275038496,274050420,11739107.61
79840/21/02062-ИП,263829.02,275038496,274050420,11739107.61
115206/21/02062-ИП,313390.24,275038496,274050420,11739107.61
74318/23/02062-ИП,431356.75,275038496,274050420,11739107.61
123724/23/02062-ИП,1086586.09,275038496,274050420,11739107.61
41329/22/02062-ИП,41050.62,275038496,274050420,11739107.61
2006/23/02003-ИП,1337317.6,275038496,274135465,21811796.89
2008/23/02003-ИП,2226371.43,275038496,274135465,21811796.89
141496/23/02003-ИП,2267265.03,275038496,274135465,21811796.89
170174/24/02003-ИП,1249633.84,275038496,274135465,21811796.89
82428/24/02003-ИП,982806.06,275038496,274135465,21811796.89
80338/24/02003-ИП,1231294.45,275038496,274135465,21811796.89
80343/24/02003-ИП,364444.74,275038496,274135465,21811796.89
80346/24/02003-ИП,1546621.53,275038496,274135465,21811796.89
199371/23/02003-ИП,670.34,275038496,274135465,21811796.89
223483/23/02003-ИП,563091.95,275038496,274135465,21811796.89
204878/24/02003-ИП,621810.35,275038496,274135465,21811796.89
270448/23/02003-ИП,2373739.02,275038496,274135465,21811796.89
364520/23/02003-ИП,1707874.74,275038496,274135465,21811796.89
15349/24/02003-ИП,2359262.74,275038496,274135465,21811796.89
353770/23/02003-ИП,1342973.13,275038496,274135465,21811796.89
171649/23/02003-ИП,1636619.94,275038496,274135465,21811796.89
10237/23/02005-ИП,318461.05,275038496,274146241,8013807.540000001
115474/23/02005-ИП,311578.17,275038496,274146241,8013807.540000001
127002/24/02005-ИП,46257.92,275038496,274146241,8013807.540000001
127022/24/02005-ИП,1322230.43,275038496,274146241,8013807.540000001
47896/24/02005-ИП,17741.21,275038496,274146241,8013807.540000001
75054/24/02005-ИП,16163.75,275038496,274146241,8013807.540000001
144985/24/02005-ИП,767718.55,275038496,274146241,8013807.540000001
271252/24/02005-ИП,308275.73,275038496,274146241,8013807.540000001
72371/23/02005-ИП,2227600.16,275038496,274146241,8013807.540000001
85435/23/02005-ИП,82835.45,275038496,274146241,8013807.540000001
85436/23/02005-ИП,2125758.49,275038496,274146241,8013807.540000001
203358/23/02005-ИП,39174.71,275038496,274146241,8013807.540000001
335583/23/02005-ИП,9268.84,275038496,274146241,8013807.540000001
310807/24/02005-ИП,48499.89,275038496,274146241,8013807.540000001
103739/24/02005-ИП,372243.19,275038496,274146241,8013807.540000001
298825/24/02003-ИП,138848.93,275038496,274912200,5124835.290000001
215608/23/02003-ИП,1383066.37,275038496,274912200,5124835.290000001
51356/24/02003-ИП,573745.93,275038496,274912200,5124835.290000001
25396/24/02003-ИП,450046.87,275038496,274912200,5124835.290000001
174654/24/02003-ИП,253612.47,275038496,274912200,5124835.290000001
165260/24/02003-ИП,293404.18,275038496,274912200,5124835.290000001
225110/23/02003-ИП,848626.88,275038496,274912200,5124835.290000001
15373/24/02003-ИП,837058.55,275038496,274912200,5124835.290000001
238919/24/02003-ИП,346425.11,275038496,274912200,5124835.290000001
7713/24/02004-ИП,1149460.79,275038496,274917409,6691297.060000001
46688/24/02004-ИП,1010162.41,275038496,274917409,6691297.060000001
31378/24/02004-ИП,414534.12,275038496,274917409,6691297.060000001
56337/24/02004-ИП,567229.34,275038496,274917409,6691297.060000001
54156/24/02004-ИП,1410314.62,275038496,274917409,6691297.060000001
103428/24/02004-ИП,370513.49,275038496,274917409,6691297.060000001
218804/23/02004-ИП,352670.32,275038496,274917409,6691297.060000001
92539/24/02004-ИП,1013952.52,275038496,274917409,6691297.060000001
37058/24/02004-ИП,402459.45,275038496,274917409,6691297.060000001
80339/24/02003-ИП,150410.3,275038496,274921035,3701161.45
140145/24/02003-ИП,1511422.71,275038496,274921035,3701161.45
148862/24/02003-ИП,160652.35,275038496,274921035,3701161.45
197904/23/02003-ИП,127209.41,275038496,274921035,3701161.45
259866/23/02003-ИП,355105.89,275038496,274921035,3701161.45
171616/23/02003-ИП,1396360.79,275038496,274921035,3701161.45
403877/23/02003-ИП,540395.94,275038496,276903391,6346646.869999999
129555/23/02003-ИП,2350202.53,275038496,276903391,6346646.869999999
274041/23/02003-ИП,963732.92,275038496,276903391,6346646.869999999
291689/23/02003-ИП,2149156.5,275038496,276903391,6346646.869999999
165771/23/02003-ИП,343158.98,275038496,276903391,6346646.869999999
18128/24/02005-ИП,167420.92,275038496,276919610,10944908.559999997
358237/23/02005-ИП,238923.84,275038496,276919610,10944908.559999997
109467/20/02005-ИП,523995.07,275038496,276919610,10944908.559999997
217224/23/02005-ИП,379401.18,275038496,276919610,10944908.559999997
255972/23/02005-ИП,243823.23,275038496,276919610,10944908.559999997
255974/23/02005-ИП,392782.05,275038496,276919610,10944908.559999997
29597/20/02005-ИП,2406861.32,275038496,276919610,10944908.559999997
29598/20/02005-ИП,907145.38,275038496,276919610,10944908.559999997
152471/20/02005-ИП,233548.47,275038496,276919610,10944908.559999997
44335/21/02005-ИП,288911.7,275038496,276919610,10944908.559999997
49714/21/02005-ИП,1332645.28,275038496,276919610,10944908.559999997
120029/23/02005-ИП,234793.06,275038496,276919610,10944908.559999997
305387/23/02005-ИП,285899.81,275038496,276919610,10944908.559999997
135333/21/02005-ИП,257050.96,275038496,276919610,10944908.559999997
135947/21/02005-ИП,591662.55,275038496,276919610,10944908.559999997
144688/21/02005-ИП,134902.09,275038496,276919610,10944908.559999997
172967/21/02005-ИП,291033.66,275038496,276919610,10944908.559999997
214525/21/02005-ИП,276699.65,275038496,276919610,10944908.559999997
214529/21/02005-ИП,268189.05,275038496,276919610,10944908.559999997
234312/21/02005-ИП,129202.86,275038496,276919610,10944908.559999997
286979/21/02005-ИП,251494.43,275038496,276919610,10944908.559999997
61296/22/02005-ИП,231791.07,275038496,276919610,10944908.559999997
191227/24/02005-ИП,145134.85,275038496,276919610,10944908.559999997
216906/22/02005-ИП,29851.86,275038496,276919610,10944908.559999997
191867/22/02005-ИП,26287.75,275038496,276919610,10944908.559999997
164068/23/02005-ИП,248722.29,275038496,276919610,10944908.559999997
184504/23/02005-ИП,244644.41,275038496,276919610,10944908.559999997
144092/22/02005-ИП,182089.77,275038496,276919610,10944908.559999997
67834/24/02005-ИП,78276.37,275038496,276919627,15580499.359999996
67836/24/02005-ИП,336614.65,275038496,276919627,15580499.359999996
109579/24/02005-ИП,119731.45,275038496,276919627,15580499.359999996
404927/22/02005-ИП,620843.17,275038496,276919627,15580499.359999996
70729/24/02005-ИП,457812.3,275038496,276919627,15580499.359999996
75035/24/02005-ИП,57609.74,275038496,276919627,15580499.359999996
100682/20/02005-ИП,272382.2,275038496,276919627,15580499.359999996
127125/24/02005-ИП,131262.55,275038496,276919627,15580499.359999996
21952/24/02005-ИП,601445.98,275038496,276919627,15580499.359999996
193687/23/02005-ИП,315782.51,275038496,276919627,15580499.359999996
193688/23/02005-ИП,231926.12,275038496,276919627,15580499.359999996
255721/23/02005-ИП,236219.97,275038496,276919627,15580499.359999996
29606/20/02005-ИП,764725.39,275038496,276919627,15580499.359999996
39540/20/02005-ИП,1111809.14,275038496,276919627,15580499.359999996
136199/20/02005-ИП,2307876.91,275038496,276919627,15580499.359999996
137750/20/02005-ИП,767176.37,275038496,276919627,15580499.359999996
6896/21/02005-ИП,173260.78,275038496,276919627,15580499.359999996
40595/21/02005-ИП,131263.6,275038496,276919627,15580499.359999996
49716/21/02005-ИП,2075038.75,275038496,276919627,15580499.359999996
91658/21/02005-ИП,257363.46,275038496,276919627,15580499.359999996
113889/21/02005-ИП,460981.08,275038496,276919627,15580499.359999996
157925/21/02005-ИП,362082.77,275038496,276919627,15580499.359999996
240046/21/02005-ИП,197826.61,275038496,276919627,15580499.359999996
192404/21/02005-ИП,354605.57,275038496,276919627,15580499.359999996
30971/22/02005-ИП,157295.52,275038496,276919627,15580499.359999996
201220/23/02005-ИП,282892.65,275038496,276919627,15580499.359999996
342881/23/02005-ИП,248065.79,275038496,276919627,15580499.359999996
168460/23/02005-ИП,565684.28,275038496,276919627,15580499.359999996
68491/22/02005-ИП,102410.6,275038496,276919627,15580499.359999996
68490/22/02005-ИП,420444.41,275038496,276919627,15580499.359999996
74596/22/02005-ИП,206775.33,275038496,276919627,15580499.359999996
99084/22/02005-ИП,306818.94,275038496,276919627,15580499.359999996
144093/22/02005-ИП,554769.54,275038496,276919627,15580499.359999996
127535/22/02005-ИП,311424.86,275038496,276919627,15580499.359999996
19459/24/02005-ИП,190208.99,275038496,276919659,11847844.27
366996/23/02005-ИП,363974.83,275038496,276919659,11847844.27
135560/24/02005-ИП,81543.84,275038496,276919659,11847844.27
111119/20/02005-ИП,476015.66,275038496,276919659,11847844.27
194759/23/02005-ИП,441534.41,275038496,276919659,11847844.27
145017/24/02005-ИП,119434.36,275038496,276919659,11847844.27
215884/23/02005-ИП,218345.64,275038496,276919659,11847844.27
215889/23/02005-ИП,206227.48,275038496,276919659,11847844.27
215895/23/02005-ИП,248276.62,275038496,276919659,11847844.27
215900/23/02005-ИП,343528.47,275038496,276919659,11847844.27
257437/19/02005-ИП,2012365.81,275038496,276919659,11847844.27
227520/19/02005-ИП,834300.16,275038496,276919659,11847844.27
136205/20/02005-ИП,725754.13,275038496,276919659,11847844.27
1820/21/02005-ИП,53211.07,275038496,276919659,11847844.27
49712/21/02005-ИП,11345.37,275038496,276919659,11847844.27
60129/21/02005-ИП,1426162.78,275038496,276919659,11847844.27
304656/23/02005-ИП,343396.5,275038496,276919659,11847844.27
144681/21/02005-ИП,292517.53,275038496,276919659,11847844.27
144691/21/02005-ИП,168276.77,275038496,276919659,11847844.27
172971/21/02005-ИП,190949.23,275038496,276919659,11847844.27
152108/21/02005-ИП,182944.89,275038496,276919659,11847844.27
194782/21/02005-ИП,252791.18,275038496,276919659,11847844.27
214502/21/02005-ИП,287643.3,275038496,276919659,11847844.27
2588/22/02005-ИП,10597.91,275038496,276919659,11847844.27
30972/22/02005-ИП,185151.27,275038496,276919659,11847844.27
59632/22/02005-ИП,168237.69,275038496,276919659,11847844.27
216907/22/02005-ИП,156057.8,275038496,276919659,11847844.27
191865/22/02005-ИП,83301.25,275038496,276919659,11847844.27
304662/23/02005-ИП,332256.87,275038496,276919659,11847844.27
245397/23/02005-ИП,226804.49,275038496,276919659,11847844.27
201210/23/02005-ИП,150202.72,275038496,276919659,11847844.27
342878/23/02005-ИП,182659.92,275038496,276919659,11847844.27
184512/23/02005-ИП,238530.57,275038496,276919659,11847844.27
311599/24/02005-ИП,222576.76,275038496,276919659,11847844.27
127536/22/02005-ИП,420718.0,275038496,276919659,11847844.27
181494/24/02007-ИП,786418.41,275038496,278101788,6000055.38
401761/23/02007-ИП,1744945.1,275038496,278101788,6000055.38
252630/22/02007-ИП,997278.53,275038496,278101788,6000055.38
114671/23/02007-ИП,358082.26,275038496,278101788,6000055.38
139663/23/02007-ИП,801947.22,275038496,278101788,6000055.38
75450/22/02007-ИП,448054.82,275038496,278101788,6000055.38
208745/22/02007-ИП,392935.25,275038496,278101788,6000055.38
223401/22/02007-ИП,200915.0,275038496,278101788,6000055.38
223566/22/02007-ИП,138085.8,275038496,278101788,6000055.38
126100/22/02007-ИП,131392.99,275038496,278101788,6000055.38
155752/23/02002-ИП,284644.2,275038496,278206565,2649499.0700000003
68565/23/02002-ИП,18262.29,275038496,278206565,2649499.0700000003
429302/23/02002-ИП,287601.25,275038496,278206565,2649499.0700000003
368103/23/02002-ИП,159873.73,275038496,278206565,2649499.0700000003
277873/23/02002-ИП,644541.03,275038496,278206565,2649499.0700000003
108068/23/02002-ИП,61786.48,275038496,278206565,2649499.0700000003
259688/23/02002-ИП,1112925.61,275038496,278206565,2649499.0700000003
221417/23/02002-ИП,37606.49,275038496,278206565,2649499.0700000003
358832/23/02002-ИП,42257.99,275038496,278206565,2649499.0700000003
397162/23/02003-ИП,591743.15,275038496,278926891,5459476.82
25394/24/02003-ИП,578865.18,275038496,278926891,5459476.82
174657/24/02003-ИП,803933.36,275038496,278926891,5459476.82
330858/23/02003-ИП,677176.56,275038496,278926891,5459476.82
364556/23/02003-ИП,1046453.81,275038496,278926891,5459476.82
119479/24/02003-ИП,429878.43,275038496,278926891,5459476.82
111922/23/02003-ИП,1331426.33,275038496,278926891,5459476.82
75258/24/02005-ИП,202864.38,276046524,274146509,3719851.61
75261/24/02005-ИП,156944.2,276046524,274146509,3719851.61
74455/23/02005-ИП,12946.0,276046524,274146509,3719851.61
233371/24/02005-ИП,92672.51,276046524,274146509,3719851.61
351719/23/02005-ИП,912000.57,276046524,274146509,3719851.61
371440/23/02005-ИП,1684415.53,276046524,274146509,3719851.61
371438/23/02005-ИП,225512.01,276046524,274146509,3719851.61
188933/24/02005-ИП,420496.41,276046524,274146509,3719851.61
127440/22/02005-ИП,12000.0,276046524,274146509,3719851.61
312501/22/02005-ИП,1979689.35,276130085,276141746,2850616.3
335930/22/02005-ИП,870926.95,276130085,276141746,2850616.3
94975/23/13012-ИП,15466.0,276143260,1323000391,2611086.3
94976/23/13012-ИП,30262.0,276143260,1323000391,2611086.3
94977/23/13012-ИП,30029.3,276143260,1323000391,2611086.3
94978/23/13012-ИП,32417.0,276143260,1323000391,2611086.3
94345/23/13012-ИП,528268.0,276143260,1323000391,2611086.3
94346/23/13012-ИП,415589.0,276143260,1323000391,2611086.3
94347/23/13012-ИП,143237.0,276143260,1323000391,2611086.3
94348/23/13012-ИП,108993.0,276143260,1323000391,2611086.3
94349/23/13012-ИП,413048.0,276143260,1323000391,2611086.3
94350/23/13012-ИП,524831.0,276143260,1323000391,2611086.3
94351/23/13012-ИП,368946.0,276143260,1323000391,2611086.3
147717/23/02002-ИП,15000.0,277047217,273091720,2807324.4
225652/24/02002-ИП,30691.5,277047217,273091720,2807324.4
291561/22/02002-ИП,523191.12,277047217,273091720,2807324.4
442036/23/02002-ИП,2238441.78,277047217,273091720,2807324.4
51496/24/02072-ИП,828581.68,277072661,242010537,2625996.5000000005
51497/24/02072-ИП,1762258.5,277072661,242010537,2625996.5000000005
51498/24/02072-ИП,1824.33,277072661,242010537,2625996.5000000005
76632/24/02072-ИП,33331.99,277072661,242010537,2625996.5000000005
6185/23/02021-ИП,340945.58,277072661,261020516,7478594.479999999
24671/23/02021-ИП,208903.12,277072661,261020516,7478594.479999999
124337/24/02021-ИП,338349.19,277072661,261020516,7478594.479999999
24314/24/02021-ИП,1158754.68,277072661,261020516,7478594.479999999
67751/20/02021-ИП,444473.81,277072661,261020516,7478594.479999999
62420/20/02021-ИП,124826.31,277072661,261020516,7478594.479999999
80450/21/02021-ИП,166385.98,277072661,261020516,7478594.479999999
80446/21/02021-ИП,288632.2,277072661,261020516,7478594.479999999
80440/21/02021-ИП,143939.65,277072661,261020516,7478594.479999999
270089/23/02021-ИП,565340.86,277072661,261020516,7478594.479999999
99437/21/02021-ИП,1822799.16,277072661,261020516,7478594.479999999
140206/23/02021-ИП,1101249.73,277072661,261020516,7478594.479999999
39345/22/02021-ИП,331274.33,277072661,261020516,7478594.479999999
39346/22/02021-ИП,58848.28,277072661,261020516,7478594.479999999
169076/24/02021-ИП,383871.6,277072661,261020516,7478594.479999999
219320/23/02024-ИП,470216.76,277072661,268040007,4463613.140000001
689242/23/02024-ИП,224441.1,277072661,268040007,4463613.140000001
689279/23/02024-ИП,1549858.81,277072661,268040007,4463613.140000001
689522/23/02024-ИП,774634.93,277072661,268040007,4463613.140000001
274600/19/02024-ИП,209215.7,277072661,268040007,4463613.140000001
274601/19/02024-ИП,392249.0,277072661,268040007,4463613.140000001
133617/23/02024-ИП,842996.84,277072661,268040007,4463613.140000001
445/20/02024-ИП,1486855.72,277072661,268062018,4517229.010000001
492527/23/02024-ИП,1673824.61,277072661,268062018,4517229.010000001
274596/19/02024-ИП,648008.32,277072661,268062018,4517229.010000001
120654/24/02024-ИП,607630.0,277072661,268062018,4517229.010000001
120731/24/02024-ИП,100910.36,277072661,268062018,4517229.010000001
160879/24/02002-ИП,350705.13,277072661,273084521,3319544.3399999994
160880/24/02002-ИП,977100.32,277072661,273084521,3319544.3399999994
223025/23/02002-ИП,1156092.55,277072661,273084521,3319544.3399999994
223029/23/02002-ИП,198804.9,277072661,273084521,3319544.3399999994
223033/23/02002-ИП,492463.82,277072661,273084521,3319544.3399999994
223037/23/02002-ИП,97281.09,277072661,273084521,3319544.3399999994
223043/23/02002-ИП,47096.53,277072661,273084521,3319544.3399999994
308516/23/02003-ИП,733509.87,277072661,274150061,3808878.250000001
308518/23/02003-ИП,1072899.6,277072661,274150061,3808878.250000001
310167/23/02003-ИП,1291268.1,277072661,274150061,3808878.250000001
310169/23/02003-ИП,126966.29,277072661,274150061,3808878.250000001
310171/23/02003-ИП,584234.39,277072661,274150061,3808878.250000001
88644/24/02005-ИП,14501.8,277072661,276063689,3019125.8600000003
384786/22/02005-ИП,939090.17,277072661,276063689,3019125.8600000003
124575/24/02005-ИП,629682.64,277072661,276063689,3019125.8600000003
254182/23/02005-ИП,23392.86,277072661,276063689,3019125.8600000003
204666/23/02005-ИП,680505.62,277072661,276063689,3019125.8600000003
212170/23/02005-ИП,731952.77,277072661,276063689,3019125.8600000003
184931/23/02002-ИП,32356.52,277072661,276148340,6229177.11
160846/24/02002-ИП,898462.88,277072661,276148340,6229177.11
160924/24/02002-ИП,64560.75,277072661,276148340,6229177.11
160926/24/02002-ИП,8981.72,277072661,276148340,6229177.11
28232/24/02002-ИП,61473.48,277072661,276148340,6229177.11
161551/24/02002-ИП,464672.92,277072661,276148340,6229177.11
161562/24/02002-ИП,2178173.7,277072661,276148340,6229177.11
161567/24/02002-ИП,935274.66,277072661,276148340,6229177.11
102487/24/02002-ИП,1055865.24,277072661,276148340,6229177.11
21299/24/02002-ИП,31696.02,277072661,276148340,6229177.11
21301/24/02002-ИП,193695.57,277072661,276148340,6229177.11
21297/24/02002-ИП,192350.25,277072661,276148340,6229177.11
21302/24/02002-ИП,111613.4,277072661,276148340,6229177.11
