ИНН,Короткое название,Статус,Система налогообложения,Дата последней отчетности
2720047461,"ГСК ""ИСТОК""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2015.0
2720045591,"ООО ""ТЕХНОАЛЬЯНС""","Юридическое лицо ликвидировано 16 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
2720058086,"ООО ""ТЕХНОРЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2720046933,"ООО ""ОСТРОВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
2722033390,"ООО ""ГАЗАВТО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2720060381,"ООО ""АЛЬЯНС ВОСТОК""","Юридическое лицо ликвидировано 7 июня 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2723196158,"СПСПК ""САМИСНАМИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2703094824,"ООО ЧОО ""ДАЛЬВЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
2703060825,"ООО ""СЛУЖБА ЗАКАЗЧИКА ПО МКД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2703098201,"ООО ""ТЭКСАС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2703100193,"ООО ""КСС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2703032507,"ООО ""УПРАВДОМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
2703089119,"ООО ""БИЗОН ПЛЮС""","Юридическое лицо ликвидировано 29 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
7901533423,"ООО ""СТРОИТЕЛЬ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2712013236,"ООО ""СПЕЦСТРОЙИНДУСТРИЯ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
2703030764,"ООО ""КЗСМ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
2703097078,"ООО ""АМУР-ИНВЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
7901528303,"ООО ""УЮТ-СТРОЙИНДУСТРИЯ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
7902528169,"ООО ""УК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2801231331,"ООО ""ТЕХСТРОЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2807008072,"ООО ""МОНОЛИТ-СЕРВИС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2827009853,"ООО ""СТРОЙСЕРВИСМОНТАЖ""",,,
2808015509,"ООО ХК ""АМУР-МОСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
2808003503,"ООО ""БАМСТРОЙТЕХСЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2808003574,"ООО ""АЛЬТЕРНАТИВА""","Юридическое лицо ликвидировано 31 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
2801219214,"ООО ЗДК ""САВЕЛЬЕВСКОЕ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2808003976,"ООО ""СК ДАНКОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2801250630,"ООО ""ВОСТОК СТРОЙ ИНВЕСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2904018608,"ООО ""ЖИЛФОНД ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
4027086147,"ООО СПЕЦИАЛИЗИРОВАННОЕ ВОДОЛАЗНОЕ ПРЕДПРИЯТИЕ ""ГОЛЬФСТРИМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2901241478,"ООО ""АРХСТРОЙМОНТАЖ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2023.0
2901180017,"ООО ""ЭЛТОК""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2901109092,"ФОНД ""ГАРАНТИЯ""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2017.0
2901202782,"ООО ""АВТО-ФЛАГМАН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2013.0
2911006850,"ООО ""ФСК ЗОЛОТОЙ КЛЮЧ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2901134620,"ООО ""ОТДЕЛТРЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
2901184540,"ООО ""АРХПРОМКОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2901218060,"ООО ""АТЛАНТА СЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
2901174895,"ООО ""НОРТЕЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2016.0
2901100117,"ООО ""ЛЕРО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
2901204765,"ООО ""СФЕРА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,
2901293719,"ООО ""СРС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
2901287056,"ООО ""ЁРГА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
2901278774,"ООО ""НЭКО""","Юридическое лицо ликвидировано 25 марта 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
2901288941,"ООО ""УК ""ОБЛИК""","Юридическое лицо ликвидировано 2 ноября 2024 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2021.0
2983009787,"ООО УК ""ПОК И ТС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
2983006120,"ООО ""КОМИ-СЕРВИС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2018.0
3015110499,"ООО ""ДОВЕРИЕ-ДОМ""","Юридическое лицо ликвидировано 6 декабря 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
3025034141,"ООО УК ""ВОЛГА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3019013707,"ООО ""ЗАБОЛДИНСКИЙ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
3019026495,"ООО ""УК ""ВОСХОДАСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
3016033920,"АО ""АКСОЛЬ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
300700758662,,,,
3025026849,"ООО ""КОНСАЛТИНГ""","Юридическое лицо ликвидировано 21 марта 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
3016049568,"ООО УК ""ЖЭК 7""","Юридическое лицо ликвидировано 30 января 2024 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2022.0
3025009392,"ООО ""ЧОО ""ФОРТ-СЕКЬЮРИТИ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
3017048172,"ООО ПКФ ""АВТО-РЫНОК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2018.0
3128126010,"ООО ""СТРОЙКОМПЛЕКС""",,,
3128114381,"ООО ""ЮВК СОЮЗ""","Юридическое лицо ликвидировано 5 июня 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
3128137692,"ООО ""ФБ-РЕСУРС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3128138417,"ООО ""КАРПОФФ""",,,
3128067124,"ООО ""ЭКОСЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
3128089576,"ООО ""СОДАЛИТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
3128108155,"ООО ""ГАРАНТ ПЛЮС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3128087226,"ООО ""ОБЩЕПИТ №1""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
3128095731,"ООО ""ТРАНСЛОГИСТИК""",,,
3111006451,"ООО ""АРМКОМПЛЕКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3123452852,"ООО ""АБСОЛЮТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123314517,"ООО ""СВЯЗЬИНТЕХ""","Юридическое лицо ликвидировано 7 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
3123192121,"ООО ""СПЕЦТЕХКОМПЛЕКТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3123454433,"ООО ""ЛАНТЕР БИЗНЕС""","Юридическое лицо ликвидировано 17 января 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2023.0
3123451320,"ООО ""ТАНКИЗ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
3123452193,"ООО ""ЗЕЛЁНАЯ ЖИЗНЬ ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
3123415018,"ООО ""СТАТУС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3123469246,"ООО ""СУ-25""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3814997164,"ООО ""КБК СОЦСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123304854,"ООО ""ТОРГОВЫЙ ДОМ ""ЭЛМАШ-ТРЕЙД""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
3123463325,"ООО ""АВАНГАРД-СТРОЙ""",,,
3123350561,"ООО СК ""АЛЮМИР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
3123321916,"ООО ""КОНСАЛТЦЕНТРУСЛУГА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
3123389640,"ООО ""ТД ДЗБО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123304269,"ООО ""РСК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
3123217351,"ООО ""СТРОЙСИТИ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
3123439361,"ООО ""КОМБУР""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,
3123109532,"ООО ""ТД ""РОДНИК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123309958,"ООО ""СТАТУСДОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3123211487,"ООО ""КУБ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3123150040,"ООО ""БИОМЕД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
3123473612,"ООО ""ЭВАФОРМИНФО""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123409342,"ООО ""ПЕТРА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
3102019207,"ООО ""ВАРИАНТ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
3123171393,"ООО ""ФЕНИКС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3123455211,"ООО ""НЖ-СТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
3123359758,"ООО ""БИНОМ-Ч""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3102044980,"ООО ""РЕМДОРСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
7709718919,"ООО ""КОНТИНЕНТ СТРОЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2015.0
3102043827,"ООО ""СК ИМПУЛЬС""",,,
3120104783,"ООО ""АЛЕФ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3120085298,"ООО ""АГРОИМПОРТ-ТЕХНИК ПЛЮС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3257078036,"ООО ""ТРАКТОР 32""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,
3257075010,"ООО ""АРТНИКА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3245006333,"ООО ""ТРАНСАЛЬФАГРУПП""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3252502124,"ООО ""ЖЭК СЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2019.0
3257028797,"ООО УК ""ТРИУМФ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3250526352,"ООО ""ФАМИЛЬНОЕ ГНЕЗДО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
3257023132,"ООО ""ПРОГРЕСС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3257032200,"ООО ""СТРОЙ-ГРУПП""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3257075155,"ООО ""АМ - ТРАСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3257053970,"ООО ""БЗТПА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
7727486570,"ООО ""АРД""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3257055568,"ООО ""ТЕПЛОМАКС32""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3257025203,"ООО ""СТРАЖ""","Юридическое лицо ликвидировано 9 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
3245017092,"ООО ""ПРОМПРИБОР ЦТ""","Юридическое лицо ликвидировано 5 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
3257001107,"ООО ""ЮГО-ЗАПАДНЫЙ ТОРГОВЫЙ ДОМ""","Юридическое лицо ликвидировано 31 мая 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2016.0
3317016460,"ООО ПСК ""ЕВРОСТРОЙ""","Юридическое лицо ликвидировано 25 марта 2024 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2017.0
3306016123,"ООО ""РУСТОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
3301033213,"ООО ""СТРОЙ-МАСТЕР""",,,
3326013459,"ООО ""САЛЕКС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3307020933,"ООО ""МАСТЕРСКАЯ СЛАДОСТЕЙ""",,,
3321025517,"ООО ""СЕВЕР""","Юридическое лицо ликвидировано 14 марта 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2020.0
3323007217,"ООО ""УК ""ПЛАЗМА""",,,
3329086085,"ООО ""ПИ ДЖЕЙ ВЛАДИМИР. УСПЕХ 14""",,,
3328498713,"ООО ""ВЛАДСТРОЙ""",,,
3328458781,"ООО ""КАЙРОССТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
3327123430,"ООО ""СТРОЙСТАНДАРТ""",,,
3328025033,"ООО ""ЗД-ТОРГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3328503032,"ООО ""ИНТЕРЬЕРСТРОЙ""","Юридическое лицо ликвидировано 7 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
3328012309,"ООО ""ВЛАДИМИРСКАЯ МЕБЕЛЬНАЯ МАНУФАКТУРА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
7743177120,"ООО ""МЕДИКФАРМ ИНВЕСТ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
3303010405,"МУП ВЯЗНИКОВСКОГО РАЙОНА ""КОММУНАЛЬНЫЕ СИСТЕМЫ""","Юридическое лицо ликвидировано 28 декабря 2024 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2023.0
3304027401,"ООО ""ПРОМТАРА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3327144180,"ООО ""ПРИОРИТЕТ""",,,
3327143130,"ООО ""ЗМ ВПС""","Юридическое лицо ликвидировано 25 марта 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,
3329065818,"ООО ""СИБИЭС ОЦЕНКА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3327824851,"ООО ИСК ""СТРОЙ-КАПИТАЛ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3459007528,"ООО ""ВОЛГОГАЗСТРОЙ-М""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3459060793,"ООО ""ВРК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3442082100,"ООО ""ФЛАГМАН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3442121906,"ООО ""НАШ ВЫБОР""","Юридическое лицо ликвидировано 28 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2018.0
3442120483,"ООО ""КОМБИКОРМА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
3442119791,"ООО ""ИНСТРОЙЮГ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
3460079502,"ООО ""СТРОЙУНИВЕРСАЛ""","Юридическое лицо ликвидировано 28 ноября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
3446800377,"СНТ ""СПУТНИК"" ВЗКАФ",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3461065904,"ООО ""УК-ФОНД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
3455055055,"ООО ""СОНАТА""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
3460082978,"ООО ""ТБ СКИЛД""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,
3460065404,"ООО УК ""УЮТНЫЙ ДОМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
3459070537,"ООО ""УК""ВОЛГА-КОМСЕРВИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2017.0
3441041479,"ООО УК ""ПРЕОБРАЖЕНИЕ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3444216984,"ООО ""УК ""УЮТНЫЙ ГОРОД""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
3435306416,"ООО ""МАСТЕРСПЕЦСТРОЙ""",,,
3444261024,"ООО ""АСГ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2018.0
3444272876,"ООО ПО ""ВОЛГОГРАДНЕФТЕХИМ""","Юридическое лицо ликвидировано 10 сентября 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
3443054716,"ООО ""КУБИК""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3456002627,"ООО ""ФЭСТ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2018.0
3443137049,"ООО ""СКМ-ЮГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
3460077304,"ООО ""ЛОТОС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3443143596,"ООО ""АВТОМЕДОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
3443147505,"ООО ""АГРОТОПЛИВО""","Юридическое лицо ликвидировано 29 апреля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2022.0
3446048044,"ООО ""100 ВЕТРОВ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3015057527,"ООО СФ ""АСТРСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3443145748,"ООО ""НОВА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3443109884,"ООО ""ЦАРИЦЫНСТРОЙ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3443048945,"ООО ""СТ КОМПЛЕКС""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2023.0
3461062950,"ООО ""УК ЖИЛИЩНЫЙ СТАНДАРТ """,Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2022.0
3444273534,"ООО ""ТСС""","Юридическое лицо ликвидировано 28 февраля 2025 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",,2021.0
3441015415,"ООО ""АЛЬЯНС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
3443053624,"ООО ""ЭСТРИ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2023.0
3448006530,"ОАО ""ВГСЗ""","Юридическое лицо ликвидировано 30 сентября 2024 года
Прекращение деятельности юридического лица в связи с его ликвидацией на основании определения арбитражного суда о завершении конкурсного производства",,2024.0
3461059026,"ООО ""УК ВОЗРОЖДЕНИЕ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3435125667,"ООО ""ТРАСТ ЛОГИСТИКА""","Юридическое лицо ликвидировано 7 февраля 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2022.0
3435135979,"ООО ""ВЕЛЕС""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2021.0
7704466792,"ООО ""ЭСТЕР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2024.0
3435140312,"ООО ""НИЖНЕВОЛЖСКИЙ ПРОМЫШЛЕННЫЙ ХОЛДИНГ""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
3435139469,"ООО ""СИЛЬВЕР""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2022.0
3435048331,"ООО ""ЦПС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3435128393,"ООО ""ТРАНСХИМ""","Юридическое лицо ликвидировано 7 февраля 2025 года
Исключение из ЕГРЮЛ недействующего юридического лица",,2021.0
3460011568,"ООО ""СПМ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3435122264,"ООО ""ВЕНТА""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3455002166,МАУ ДОЛ ИМ. ГУЛИ КОРОЛЕВОЙ,,,
3455055979,"ООО ""ПРЕФОРМА ОНЛАЙН""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2023.0
3435132304,"ООО ""ТЕСТО""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2020.0
3435314600,"ООО ""ВОЛГА""",Действующая компания,Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
3523018939,"ООО ""ГЕРМЕС ТРЕЙД""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2019.0
352702244650,,,,
3527011155,"ООО ""ГОРТЕПЛОСЕТЬ ПЛЮС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3525339864,"ООО ""МИР-СБ""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3525325276,"ООО ""ИНИС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2024.0
3525306280,"ООО ""СЕВЕРНЕФТЕПРОДУКТ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),Общая (ОСНО) Согласно данным ФНС за 2023 год,2020.0
3525454017,"ООО ""ДОБРОЛЕС""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2021.0
3525299347,"ООО ""ВОЛОГОДСКИЙ ГАЗОБЕТОН""",Действующая компания,УСН Согласно данным ФНС за 2025 год,2022.0
3525441628,"ООО ""ЦЕНТР СОДЕЙСТВИЙ""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),УСН Согласно данным ФНС за 2025 год,2021.0
4345080710,"""АВТОМОБИЛИСТ-157""",Действующая организация,Общая (ОСНО) Согласно данным ФНС за 2023 год,2014.0
