ОРГН,ИНН,КПП,ОКПО,Адрес,Короткое название,Полное название,Статус,Организационно-правовая форма,Форма собственности,Система налогообложения,Финансовая отчетность,Управляющая компания,Учредители,Санкционные списки,Телефоны,Электронные почты,Веб сайты,Виды деятельности,Контракты по госзакупкам,Генеральный директор
1166196063307,6165199445,616501001,05190672,"344064, Ростовская область, г. Ростов-На-Дону, пер. Неклиновский, д. 4/1Б","АО ""ТЕПЛОКОММУНЭНЕРГО""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕПЛОКОММУНЭНЕРГО""",Действующая компания,Непубличные акционерные общества,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до3,4 млрд руб.+3%', 'change': {'value': '+3%', 'tooltip': '3,3 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до1,1 млн руб.-70%', 'change': {'value': '-70%', 'tooltip': '3,5 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили3,3 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили0  руб.', 'change': None}]}",,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,['+7 863 285-06-66'],"['corp@rostovteplo.ru', 'priem@rostovteplo.ru']","[{'name': 'www.rostovteplo.ru', 'url': 'https://www.rostovteplo.ru'}]","[{'code': '35.30.14', 'text': 'Производство пара и горячей воды (тепловой энергии) котельными', 'href': '/select?code=353014', 'extra_tip': 'Основной'}, {'code': '01.13.1', 'text': 'Выращивание овощей', 'href': '/select?code=011310', 'extra_tip': ''}, {'code': '23.61', 'text': 'Производство изделий из бетона для использования в строительстве', 'href': '/select?code=236100', 'extra_tip': ''}, {'code': '33.12', 'text': 'Ремонт машин и оборудования', 'href': '/select?code=331200', 'extra_tip': ''}, {'code': '33.13', 'text': 'Ремонт электронного и оптического оборудования', 'href': '/select?code=331300', 'extra_tip': ''}, {'code': '33.14', 'text': 'Ремонт электрического оборудования', 'href': '/select?code=331400', 'extra_tip': ''}, {'code': '33.20', 'text': 'Монтаж промышленных машин и оборудования', 'href': '/select?code=332000', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 55', 'href': '/id/1166196063307/activity', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '5901', 'Сумма': '19.1 млрд руб.', 'Заказчик': '15.5 млрд руб.', 'Поставщик': '3.6 млрд руб.'}","{'Должность': 'Генеральный директор', 'Имя': 'Подгайнов Денис Викторович', 'Ссылка': '/people/inn/343608476882-podgaynov-denis-viktorovich', 'ИНН': '343608476882'}"
1026103159840,6167049710,616301001,51572896,"344006, Ростовская область, г. Ростов-На-Дону, пр-кт Ворошиловский, д. 20/17","ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РОСТОВ-НА-ДОНУ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РОСТОВ-НА-ДОНУ""",Действующая компания,Общества с ограниченной ответственностью,Смешанная российская собственность с долей собственности субъектов Российской Федерации,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до64,3 млрд руб.+13%', 'change': {'value': '+13%', 'tooltip': '57 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до86,6 млн руб.+693%', 'change': {'value': '+693%', 'tooltip': '10,9 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили298,2 млн руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили16,5 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ""', 'Ссылка': '/id/1025000653930', 'С какого момента': 'с 16 февраля 2004 г.'}",Не входит в санкционные списки,"['+7 863 249-76-30', '+7 863 249-76-49', '+7 863 249-78-16']","['rrg-mail@rostovregiongaz.ru', 'f0611003@rostovregiongaz.ru', 'mail@rostovregiongaz.ru']","[{'name': 'rostov.mid.ru', 'url': 'http://rostov.mid.ru'}]","[{'code': '46.71', 'text': 'Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами', 'href': '/select?code=467100', 'extra_tip': 'Основной'}, {'code': '35.11', 'text': 'Производство электроэнергии', 'href': '/select?code=351100', 'extra_tip': ''}, {'code': '35.12', 'text': 'Передача электроэнергии и технологическое присоединение к распределительным электросетям', 'href': '/select?code=351200', 'extra_tip': ''}, {'code': '35.22', 'text': 'Распределение газообразного топлива по газораспределительным сетям', 'href': '/select?code=352200', 'extra_tip': ''}, {'code': '35.23', 'text': 'Торговля газообразным топливом, подаваемым по распределительным сетям', 'href': '/select?code=352300', 'extra_tip': ''}, {'code': '61.10.1', 'text': 'Деятельность по предоставлению услуг телефонной связи', 'href': '/select?code=611010', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Исполняющий обязанности генерального директора', 'Имя': 'Бережной Павел Владимирович', 'Ссылка': '/people/inn/613001936104-berezhnoy-pavel-vladimirovich', 'ИНН': '613001936104'}"
1056164000023,6168002922,616301001,73300551,"344022, Ростовская область, г. Ростов-На-Дону, пер. Журавлева, д. 47","ПАО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",Действующая компания,Публичные акционерные общества,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до69,4 млрд руб.+13%', 'change': {'value': '+13%', 'tooltip': '61,9 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до228,2 млн руб.-96%', 'change': {'value': '-96%', 'tooltip': '5,6 млрд руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили1,5 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили152 тыс. руб.', 'change': None}]}","{'type': 'Управляющая организация', 'name': 'ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ГРУППА КОМПАНИЙ ""ТНС ЭНЕРГО""', 'link': '/id/1137746456231', 'since': 'с 25 июля 2013 г.'}",{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","[{'code': '35.14', 'text': 'Торговля электроэнергией', 'href': '/select?code=351400', 'extra_tip': 'Основной'}, {'code': '63.11', 'text': 'Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность', 'href': '/select?code=631100', 'extra_tip': ''}, {'code': '63.11.1', 'text': 'Деятельность по созданию и использованию баз данных и информационных ресурсов', 'href': '/select?code=631110', 'extra_tip': ''}, {'code': '64.9', 'text': 'Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению', 'href': '/select?code=649000', 'extra_tip': ''}, {'code': '66.12', 'text': 'Деятельность брокерская по сделкам с ценными бумагами и товарами', 'href': '/select?code=661200', 'extra_tip': ''}, {'code': '70.10.1', 'text': 'Деятельность по управлению финансово-промышленными группами', 'href': '/select?code=701010', 'extra_tip': ''}, {'code': '70.10.2', 'text': 'Деятельность по управлению холдинг-компаниями', 'href': '/select?code=701020', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 6', 'href': '/id/1056164000023/activity', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '61205', 'Сумма': '81.8 млрд руб.', 'Заказчик': '23.6 млрд руб.', 'Поставщик': '58.2 млрд руб.'}",
1056204000049,6229049014,623401001,75801108,"390005, Рязанская область, г. Рязань, ул. Дзержинского, д. 21А","ПАО ""РЭСК""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЯЗАНСКАЯ ЭНЕРГЕТИЧЕСКАЯ СБЫТОВАЯ КОМПАНИЯ""",Действующая компания,Публичные акционерные общества,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до14,4 млрд руб.+4%', 'change': {'value': '+4%', 'tooltip': '14 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до913,6 млн руб.-10%', 'change': {'value': '-10%', 'tooltip': '1 млрд руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили625,7 млн руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили85,5 млн руб.', 'change': None}]}","{'type': 'Управляющая организация', 'name': 'АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ РУСГИДРО""', 'link': '/id/1089848039973', 'since': 'с 27 февраля 2017 г.'}",{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 491 293-38-30', '+7 491 335-17-83', '+7 491 335-17-11']","['sasovo@resk.ru', 'resk@energy.ryazan.ru', 'resk@resk.ru']","[{'name': 'resk.ru', 'url': 'http://resk.ru'}]","[{'code': '35.14', 'text': 'Торговля электроэнергией', 'href': '/select?code=351400', 'extra_tip': 'Основной'}, {'code': '33.13', 'text': 'Ремонт электронного и оптического оборудования', 'href': '/select?code=331300', 'extra_tip': ''}, {'code': '35.11', 'text': 'Производство электроэнергии', 'href': '/select?code=351100', 'extra_tip': ''}, {'code': '47.54', 'text': 'Торговля розничная бытовыми электротоварами в специализированных магазинах', 'href': '/select?code=475400', 'extra_tip': ''}, {'code': '47.59.3', 'text': 'Торговля розничная осветительными приборами в специализированных магазинах', 'href': '/select?code=475930', 'extra_tip': ''}, {'code': '47.59.9', 'text': 'Торговля розничная бытовыми изделиями и приборами, не включенными в другие группировки, в специализированных магазинах', 'href': '/select?code=475990', 'extra_tip': ''}, {'code': '47.78.9', 'text': 'Торговля розничная непродовольственными товарами, не включенными в другие группировки, в специализированных магазинах', 'href': '/select?code=477890', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 14', 'href': '/id/1056204000049/activity', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '16683', 'Сумма': '12.7 млрд руб.', 'Заказчик': '1.7 млрд руб.', 'Поставщик': '11.0 млрд руб.'}",
1026201259369,6231044292,623401001,44922924,"390000, Рязанская область, г. Рязань, ул. Соборная, д. 23","ООО ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РЯЗАНЬ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ МЕЖРЕГИОНГАЗ РЯЗАНЬ""",Действующая компания,Общества с ограниченной ответственностью,Смешанная российская собственность с долей собственности субъектов Российской Федерации,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до26,3 млрд руб.+50%', 'change': {'value': '+50%', 'tooltip': '17,6 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до155,4 млн руб.-24%', 'change': {'value': '-24%', 'tooltip': '203,8 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили228,7 млн руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили4,7 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': '1 юридическое лицо', 'Ссылка': '#founders', 'С какого момента': None}",Входит в санкционные списки следующих стран: Украина,"['+7 491 229-02-31', '+7 491 229-03-83', '+7 491 229-03-62']","['billing@ryazanregiongaz.ru', 'budget@ryazanregiongaz.ru', 'realization@ryazanregiongaz.ru']","[{'name': 'ryazanregiongaz.ru', 'url': 'http://ryazanregiongaz.ru'}]","[{'code': '46.71', 'text': 'Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами', 'href': '/select?code=467100', 'extra_tip': 'Основной'}, {'code': '35.23.1', 'text': 'Торговля природным, сухим (отбензиненным) газом, подаваемым по распределительным сетям', 'href': '/select?code=352310', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Генеральный директор', 'Имя': 'Савичев Андрей Владимирович', 'Ссылка': '/people/inn/622805944050-savichev-andrey-vladimirovich', 'ИНН': '622805944050'}"
1026300956131,6315222985,631601001,00102504,"443079, Самарская область, г. Самара, Георгия Митирева проезд, д. 9","ПАО ""САМАРАЭНЕРГО""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""САМАРАЭНЕРГО""",Действующая компания,Публичные акционерные общества,Совместная частная и иностранная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до47,5 млрд руб.+8%', 'change': {'value': '+8%', 'tooltip': '44,3 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до1,9 млрд руб.+7%', 'change': {'value': '+7%', 'tooltip': '1,8 млрд руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили2,3 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили146,6 млн руб.', 'change': None}]}",,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 846 340-38-38', '+7 846 340-39-03', '+7 846 498-42-27']","['klaven@samaraenergo.ru', 'priven@samaraenergo.ru', 'info@samaraenergo.ru']","[{'name': 'samaraenergo.ru', 'url': 'http://samaraenergo.ru'}]","[{'code': '35.14', 'text': 'Торговля электроэнергией', 'href': '/select?code=351400', 'extra_tip': 'Основной'}, {'code': '43.21', 'text': 'Производство электромонтажных работ', 'href': '/select?code=432100', 'extra_tip': ''}, {'code': '47.54', 'text': 'Торговля розничная бытовыми электротоварами в специализированных магазинах', 'href': '/select?code=475400', 'extra_tip': ''}, {'code': '62.09', 'text': 'Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая', 'href': '/select?code=620900', 'extra_tip': ''}, {'code': '68.1', 'text': 'Покупка и продажа собственного недвижимого имущества', 'href': '/select?code=681000', 'extra_tip': ''}, {'code': '68.2', 'text': 'Аренда и управление собственным или арендованным недвижимым имуществом', 'href': '/select?code=682000', 'extra_tip': ''}, {'code': '71.20.9', 'text': 'Деятельность по техническому контролю, испытаниям и анализу прочая', 'href': '/select?code=712090', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '21123', 'Сумма': '46.6 млрд руб.', 'Заказчик': '10.9 млрд руб.', 'Поставщик': '35.7 млрд руб.'}","{'Должность': 'Генеральный директор', 'Имя': 'Дербенев Олег Александрович', 'Ссылка': '/people/inn/633000224964-derbenev-oleg-aleksandrovich', 'ИНН': '633000224964'}"
1056315070350,6315376946,502401001,78257026,"143421, Московская область, г. о. Красногорск, тер. Автодорога Балтия, 26-Й километр, д. 5, стр. 3, офис 506","ПАО ""Т ПЛЮС""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""",Действующая компания,Публичные акционерные общества,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2023 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до293,2 млрд руб.+10%', 'change': {'value': '+10%', 'tooltip': '267 млрд руб. в 2022 году'}}, {'name': 'Чистая прибыль', 'value': '=понизилась до13,7 млрд руб.-2%', 'change': {'value': '-2%', 'tooltip': '14 млрд руб. в 2022 году'}}, {'name': 'Основные средства', 'value': '=составили211,1 млрд руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили982 млн руб.', 'change': None}]}",,{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 821 456-18-41', '+7 495 980-59-00', '+7 836 223-27-11']","['olga.degtyareva@esplus.ru', 'ekb@espius.ru', 'anna.isakova@esplus.ru']","[{'name': 'tplusgroup.ru', 'url': 'http://tplusgroup.ru'}, {'name': 'votgk.com', 'url': 'http://votgk.com'}]","[{'code': '35.11', 'text': 'Производство электроэнергии', 'href': '/select?code=351100', 'extra_tip': 'Основной'}, {'code': '16.21', 'text': 'Производство шпона, фанеры, деревянных плит и панелей', 'href': '/select?code=162100', 'extra_tip': ''}, {'code': '28.11', 'text': 'Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей', 'href': '/select?code=281100', 'extra_tip': ''}, {'code': '28.13', 'text': 'Производство прочих насосов и компрессоров', 'href': '/select?code=281300', 'extra_tip': ''}, {'code': '33.12', 'text': 'Ремонт машин и оборудования', 'href': '/select?code=331200', 'extra_tip': ''}, {'code': '35.11.1', 'text': 'Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций', 'href': '/select?code=351110', 'extra_tip': ''}, {'code': '35.11.3', 'text': 'Производство электроэнергии атомными электростанциями, в том числе деятельность по обеспечению работоспособности электростанций', 'href': '/select?code=351130', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 67', 'href': '/id/1056315070350/activity', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '134581', 'Сумма': '2.0 трлн руб.', 'Заказчик': '1.8 трлн руб.', 'Поставщик': '182.1 млрд руб.'}","{'Должность': 'Генеральный директор', 'Имя': 'Сниккарс Павел Николаевич', 'Ссылка': '/people/inn/540696213590-snikkars-pavel-nikolaevich', 'ИНН': '540696213590'}"
1036300450086,6315700286,631501001,43949714,"443100, Самарская область, г. Самара, ул. Галактионовская, д. 132","ДЕПАРТАМЕНТ ГРАДОСТРОИТЕЛЬСТВА Г.О.САМАРА, ДГС Г.О.САМАРА",ДЕПАРТАМЕНТ ГРАДОСТРОИТЕЛЬСТВА ГОРОДСКОГО ОКРУГА САМАРА,Действующая организация,Муниципальные казенные учреждения,Муниципальная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,,,"{'Тип': 'Учредитель', 'Имя': 'МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ АДМИНИСТРАЦИЯ ГОРОДА САМАРЫ', 'Ссылка': '/id/1026300967417', 'С какого момента': 'с 5 марта 2003 г.'}",Не входит в санкционные списки,"['+7 846 242-52-26', '+7 846 242-52-27', '+7 846 332-33-01']",['dgs@samadm.ru'],"[{'name': 'дсиа.рф', 'url': 'http://дсиа.рф'}, {'name': 'samadm.ru', 'url': 'http://samadm.ru'}, {'name': 'dsa-samara.org', 'url': 'http://dsa-samara.org'}]","[{'code': '84.11.3', 'text': 'Деятельность органов местного самоуправления по управлению вопросами общего характера', 'href': '/select?code=841130', 'extra_tip': 'Основной'}]","{'Наличие данных': True, 'Контракт': '1660', 'Сумма': '35.3 млрд руб.', 'Заказчик': '35.3 млрд руб.', 'Поставщик': '112.9 тыс. руб.'}","{'Должность': 'Руководитель департамента', 'Имя': 'Малютин Артём Тимурович', 'Ссылка': '/people/inn/631505660920-malyutin-artyom-timurovich', 'ИНН': '631505660920'}"
1086320011898,6321211371,632101001,85907440,"445027, Самарская область, г. Тольятти, ул. Фрунзе, д. 31А, ком. 10","АО ""ТЭК""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТОЛЬЯТТИНСКАЯ ЭНЕРГОСБЫТОВАЯ КОМПАНИЯ""",Действующая компания,Непубличные акционерные общества,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до4,3 млрд руб.+9%', 'change': {'value': '+9%', 'tooltip': '4 млрд руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до416,3 млн руб.+10%', 'change': {'value': '+10%', 'tooltip': '381,6 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили525,1 млн руб.', 'change': None}, {'name': 'Нематериальные активы', 'value': '=составили6,6 млн руб.', 'change': None}]}","{'type': 'Управляющая организация', 'name': 'ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РТ-ЭНЕРГОЭФФЕКТИВНОСТЬ""', 'link': '/id/1107746755258', 'since': 'с 12 июля 2023 г.'}",{'Информация': 'Нет сведений об учредителях'},Не входит в санкционные списки,"['+7 848 255-53-00', '+7 848 255-53-18', '+7 848 255-63-00']","['office@tek63.ru', 'fbu_iz634@mail.ru', 'belousovaly@mail.ru']",[],"[{'code': '35.14', 'text': 'Торговля электроэнергией', 'href': '/select?code=351400', 'extra_tip': 'Основной'}, {'code': '35.12', 'text': 'Передача электроэнергии и технологическое присоединение к распределительным электросетям', 'href': '/select?code=351200', 'extra_tip': ''}, {'code': '35.13', 'text': 'Распределение электроэнергии', 'href': '/select?code=351300', 'extra_tip': ''}]","{'Наличие данных': True, 'Контракт': '2648', 'Сумма': '46.4 млрд руб.', 'Заказчик': '33.8 млрд руб.', 'Поставщик': '12.6 млрд руб.'}",
1096324003390,6324003725,632401001,62455165,"445007, Самарская область, г. Тольятти, ул. Новозаводская, д. 10А","ООО ""НПО СТ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НПО СТ""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до7,4 млн руб.+137%', 'change': {'value': '+137%', 'tooltip': '3,1 млн руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до138 тыс. руб.+104%', 'change': {'value': '+104%', 'tooltip': '-4,3 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили180 тыс. руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'Тарасенко Сергей Николаевич', 'Ссылка': '/people/inn/632200424260', 'С какого момента': 'с 20 марта 2012 г.'}",Не входит в санкционные списки,['+7 848 269-44-09'],['auditst2010@mail.ru'],[],"[{'code': '43.2', 'text': 'Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ', 'href': '/select?code=432000', 'extra_tip': 'Основной'}, {'code': '33.14', 'text': 'Ремонт электрического оборудования', 'href': '/select?code=331400', 'extra_tip': ''}, {'code': '33.20', 'text': 'Монтаж промышленных машин и оборудования', 'href': '/select?code=332000', 'extra_tip': ''}, {'code': '41.2', 'text': 'Строительство жилых и нежилых зданий', 'href': '/select?code=412000', 'extra_tip': ''}, {'code': '46.14.9', 'text': 'Деятельность агентов по оптовой торговле прочими видами машин и промышленным оборудованием', 'href': '/select?code=461490', 'extra_tip': ''}, {'code': '46.69.5', 'text': 'Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами', 'href': '/select?code=466950', 'extra_tip': ''}, {'code': '46.69.9', 'text': 'Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения', 'href': '/select?code=466990', 'extra_tip': ''}, {'code': '', 'text': '+ ещё 6', 'href': '/id/1096324003390/activity', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Директор', 'Имя': 'Тарасенко Сергей Николаевич', 'Ссылка': '/people/inn/632200424260-tarasenko-sergey-nikolaevich', 'ИНН': '632200424260'}"
1026303055503,6325028144,632501001,54052275,"446020, Самарская область, г. Сызрань, ул. Комарова, д. 5","ООО ""СЫЗРАНЬВОДОКАНАЛ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЫЗРАНЬВОДОКАНАЛ""",Действующая компания,Общества с ограниченной ответственностью,Частная собственность,Общая (ОСНО) Согласно данным ФНС за 2023 год,"{'Период': 'Финансовая отчетность за 2024 год', 'Значения': [{'name': 'Выручка', 'value': '=выросла до537,7 млн руб.+5%', 'change': {'value': '+5%', 'tooltip': '512,9 млн руб. в 2023 году'}}, {'name': 'Чистая прибыль', 'value': '=выросла до4,4 млн руб.+20%', 'change': {'value': '+20%', 'tooltip': '3,7 млн руб. в 2023 году'}}, {'name': 'Основные средства', 'value': '=составили159,7 млн руб.', 'change': None}]}",,"{'Тип': 'Учредитель', 'Имя': 'Корчагин Анатолий Вячеславович', 'Ссылка': '/people/inn/632511833146', 'С какого момента': 'с 17 августа 2011 г.'}",Не входит в санкционные списки,"['+7 846 435-33-64', '+7 846 433-35-64', '+7 884 635-33-65']","['svk_du@mail.ru', 'syzran-vodokanal123@yandex.ru', 'svkdu@mail.ru']","[{'name': 'syz-voda.narod.ru', 'url': 'http://syz-voda.narod.ru'}]","[{'code': '36.00', 'text': 'Забор, очистка и распределение воды', 'href': '/select?code=360000', 'extra_tip': 'Основной'}, {'code': '36.00.1', 'text': 'Забор и очистка воды для питьевых и промышленных нужд', 'href': '/select?code=360010', 'extra_tip': ''}, {'code': '36.00.2', 'text': 'Распределение воды для питьевых и промышленных нужд', 'href': '/select?code=360020', 'extra_tip': ''}, {'code': '37.00', 'text': 'Сбор и обработка сточных вод', 'href': '/select?code=370000', 'extra_tip': ''}, {'code': '42.21', 'text': 'Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения', 'href': '/select?code=422100', 'extra_tip': ''}, {'code': '42.22.1', 'text': 'Строительство междугородних линий электропередачи и связи', 'href': '/select?code=422210', 'extra_tip': ''}, {'code': '42.22.2', 'text': 'Строительство местных линий электропередачи и связи', 'href': '/select?code=422220', 'extra_tip': ''}]",{'Наличие контрактов по госзакупкам': False},"{'Должность': 'Директор', 'Имя': 'Мошаков Александр Сергеевич', 'Ссылка': '/people/inn/632512160944-moshakov-aleksandr-sergeevich', 'ИНН': '632512160944'}"
